_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
2275990,4153016,2017.0,2017.0,1978.0,PRIVATE,4,Parkdale-High Park,22 MAYNARD AVE,3,36,2017-11-23,63,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,S0436,43.637780662299996,-79.4379497225,309790.94399999996,4832872.164
2275991,4153985,2017.0,2017.0,1965.0,PRIVATE,8,Eglinton-Lawrence,630 ROSELAWN AVE,9,104,2017-11-23,68,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,,N0833,43.706292347,-79.422652894,311017.893,4840485.517
2275992,4152780,2017.0,2017.0,1964.0,PRIVATE,20,Scarborough Southwest,121 MINERVA AVE,6,90,2017-11-23,69,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,,E2032,43.7218512738,-79.2442216236,325392.95399999997,4842241.788
2275993,4152781,2017.0,2017.0,1964.0,PRIVATE,20,Scarborough Southwest,131 MINERVA AVE,6,83,2017-11-23,69,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,,E2032,43.722060301400006,-79.2433036928,325466.841,4842265.24
2275994,4155044,2017.0,2017.0,1960.0,PRIVATE,8,Eglinton-Lawrence,110 MARLEE AVE,7,110,2017-11-23,64,Evaluation needs to be conducted in 1 year,17,3.0,3.0,4.0,2.0,3.0,3.0,,3.0,3.0,,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0831,43.701234201999995,-79.441021952,309537.855,4839922.321
2275995,4153625,2017.0,2017.0,1996.0,SOCIAL HOUSING,14,Toronto-Danforth,54 MARIGOLD AVE,4,29,2017-11-23,53,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,S1441,43.661996165699996,-79.33107610180001,318408.525,4835574.305
2275996,4154563,2017.0,2017.0,1953.0,PRIVATE,8,Eglinton-Lawrence,6 SARANAC BLVD,4,26,2017-11-23,64,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,,4.0,4.0,3.0,5.0,3.0,3.0,3.0,,2.0,2.0,,N0823,43.7209195951,-79.432960657,310186.122,4842108.819
2275997,4154656,2017.0,2017.0,1951.0,PRIVATE,8,Eglinton-Lawrence,312 DOUGLAS AVE,3,11,2017-11-23,65,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,,,3.0,3.0,5.0,4.0,3.0,3.0,,3.0,3.0,,N0824,43.7238625563,-79.4167257384,311493.898,4842436.978
2275998,4153774,2017.0,2017.0,1928.0,PRIVATE,12,Toronto-St. Paul's,5 DE SAVERY CRES,3,31,2017-11-23,63,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1228,43.702860894,-79.38910405,313722.196,4840107.363
2275999,4155318,2017.0,2017.0,1943.0,PRIVATE,2,Etobicoke Centre,18 ANGLESEY BLVD,4,25,2017-11-23,55,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,2.0,3.0,2.0,,3.0,,,3.0,2.0,3.0,3.0,3.0,2.0,,3.0,3.0,,W0229,43.6649891625,-79.52164019050001,303039.06899999996,4835893.416
2276000,4155319,2017.0,2017.0,1953.0,PRIVATE,2,Etobicoke Centre,20 ANGLESEY BLVD,4,25,2017-11-23,61,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,,4.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,,W0229,43.6647873708,-79.521769522,303028.632,4835871.001
2276001,4155431,2017.0,2017.0,1962.0,PRIVATE,1,Etobicoke North,40 TORBOLTON DR,3,17,2017-11-23,61,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,,W0130,43.7198931386,-79.5585311012,300068.36,4841994.413
2276002,4153660,2017.0,2017.0,1930.0,PRIVATE,14,Toronto-Danforth,5 DONLANDS AVE,4,24,2017-11-23,64,Evaluation needs to be conducted in 1 year,15,2.0,3.0,3.0,3.0,,3.0,,4.0,,,2.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,,S1427,43.6807286698,-79.3371951618,317910.956,4837654.388
2276003,4154564,2017.0,2017.0,1953.0,PRIVATE,8,Eglinton-Lawrence,30 COVINGTON RD,4,26,2017-11-23,64,Evaluation needs to be conducted in 1 year,15,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,,,4.0,3.0,5.0,3.0,3.0,3.0,,2.0,3.0,,N0823,43.720608211999995,-79.43290764470001,310190.42100000003,4842074.228999999
2276004,4153657,2017.0,2017.0,1990.0,SOCIAL HOUSING,14,Toronto-Danforth,570 COXWELL AVE,3,11,2017-11-23,61,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,2.0,2.0,3.0,4.0,,S1432,43.679932553,-79.3224960568,319096.268,4837568.387
2276005,4155003,2017.0,2017.0,1949.0,PRIVATE,12,Toronto-St. Paul's,1996 BATHURST ST,4,39,2017-11-23,53,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,2.0,2.0,2.0,,3.0,,2.0,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,2.0,,S1224,43.6991289014,-79.425200068,310813.582,4839688.522
2276006,4156002,2017.0,2017.0,1937.0,PRIVATE,8,Eglinton-Lawrence,1798 EGLINTON AVE W,3,34,2017-11-23,59,Evaluation needs to be conducted in 1 year,15,3.0,2.0,3.0,3.0,3.0,3.0,,4.0,,,3.0,2.0,5.0,2.0,3.0,3.0,,2.0,3.0,,N0831,43.696142079,-79.44919947300001,308871.662,4839354.179
2276007,4155040,2017.0,2017.0,1958.0,PRIVATE,8,Eglinton-Lawrence,1480 EGLINTON AVE W,4,11,2017-11-23,60,Evaluation needs to be conducted in 1 year,17,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,,,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,,N0831,43.6981187343,-79.4400469676,309616.941,4839575.316000001
2276008,4155042,2017.0,2017.0,1954.0,PRIVATE,8,Eglinton-Lawrence,1500 EGLINTON AVE W,4,34,2017-11-23,60,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,,N0831,43.698027116800006,-79.4407389878,309561.167,4839565.097
2276009,4153631,2017.0,2017.0,1989.0,SOCIAL HOUSING,14,Toronto-Danforth,502 EASTERN AVE,5,19,2017-11-23,60,Evaluation needs to be conducted in 1 year,17,3.0,4.0,4.0,3.0,2.0,3.0,,3.0,,,3.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,S1441,43.6582172963,-79.3407960329,317625.416,4835152.942
2276010,4154967,2017.0,2017.0,1950.0,PRIVATE,12,Toronto-St. Paul's,105 KENWOOD AVE,4,31,2017-11-23,63,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,4.0,3.0,,3.0,,,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,,S1229,43.685885733999996,-79.4229628704,310995.19899999996,4838217.402
2276011,4154644,2017.0,2017.0,1964.0,PRIVATE,6,York Centre,11 GOLDFINCH CRT,15,174,2017-11-23,65,Evaluation needs to be conducted in 1 year,20,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,2.0,5.0,3.0,3.0,N0624,43.771955665200004,-79.4498156824,308824.70399999997,4847777.717
2276012,4152932,2017.0,2017.0,1926.0,PRIVATE,4,Parkdale-High Park,5 HIGH PARK AVE,3,21,2017-11-23,61,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,,,3.0,2.0,4.0,3.0,4.0,4.0,,3.0,3.0,,S0428,43.6538760484,-79.46498174060001,307609.12899999996,4834659.06
2276013,4155440,2017.0,2017.0,1958.0,PRIVATE,1,Etobicoke North,2356 ISLINGTON AVE,3,18,2017-11-23,56,Evaluation needs to be conducted in 1 year,16,3.0,3.0,2.0,3.0,2.0,2.0,,3.0,,,3.0,1.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,,W0130,43.7189395092,-79.55744108420001,300156.114,4841888.402
2276014,4155439,2017.0,2017.0,1972.0,PRIVATE,1,Etobicoke North,2362 ISLINGTON AVE,3,13,2017-11-23,61,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,2.0,,4.0,,,3.0,1.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,W0130,43.719305544899996,-79.5575311181,300148.88800000004,4841929.072
2276015,4155189,2017.0,2017.0,1954.0,PRIVATE,5,York South-Weston,5 A JASPER AVE,3,10,2017-11-23,58,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,,,2.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,,W0535,43.6833549123,-79.4823636932,306206.297,4837933.562
2276016,4154105,2017.0,2017.0,1955.0,PRIVATE,14,Toronto-Danforth,280 SAMMON AVE,4,34,2017-11-23,55,Evaluation needs to be conducted in 1 year,16,1.0,2.0,3.0,1.0,2.0,2.0,,3.0,,3.0,2.0,3.0,3.0,4.0,4.0,4.0,,4.0,3.0,,S1426,43.686640553000004,-79.3370117361,317924.456,4838311.197
2276017,4154084,2017.0,2017.0,1957.0,PRIVATE,14,Toronto-Danforth,470 MORTIMER AVE,4,42,2017-11-23,74,Evaluation needs to be conducted in 2 years,17,4.0,4.0,3.0,3.0,3.0,4.0,,4.0,,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,S1426,43.6897638166,-79.33204735609999,318323.973,4838658.984
2276018,4154986,2017.0,2017.0,1952.0,PRIVATE,12,Toronto-St. Paul's,236 VAUGHAN RD,5,79,2017-11-23,59,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,S1229,43.6878267633,-79.4247971619,310847.13,4838432.92
2276019,4155022,2017.0,2017.0,1957.0,PRIVATE,12,Toronto-St. Paul's,481 VAUGHAN RD,7,97,2017-11-23,61,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,S1223,43.689882743000005,-79.43517980899999,310009.678,4838661.56
2276020,4154987,2017.0,2017.0,1938.0,PRIVATE,12,Toronto-St. Paul's,229 VAUGHAN RD,4,24,2017-11-23,61,Evaluation needs to be conducted in 1 year,15,3.0,3.0,2.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1229,43.687936684700006,-79.4236664523,310938.274,4838445.218
2276021,4154976,2017.0,2017.0,1920.0,PRIVATE,12,Toronto-St. Paul's,195 VAUGHAN RD,4,32,2017-11-23,63,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1229,43.6868381071,-79.4220275431,311070.51,4838323.284
2276022,4155184,2017.0,2017.0,1972.0,PRIVATE,5,York South-Weston,1059 WESTON RD,3,14,2017-11-23,59,Evaluation needs to be conducted in 1 year,15,3.0,2.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,2.0,5.0,3.0,2.0,3.0,,3.0,3.0,,W0535,43.68559996729999,-79.486207625,305896.352,4838182.921
2276023,4152665,2017.0,2017.0,1960.0,PRIVATE,21,Scarborough Centre,2301 VICTORIA PARK AVE,7,104,2017-11-23,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,,4.0,2.0,5.0,4.0,3.0,3.0,,4.0,3.0,4.0,E2121,43.76413723899999,-79.3173877592,319487.607,4846923.995
2276024,4152852,2017.0,2017.0,1972.0,PRIVATE,22,Scarborough-Agincourt,2727 VICTORIA PARK AVE,13,178,2017-11-23,65,Evaluation needs to be conducted in 1 year,19,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,E2225,43.7774582202,-79.323301522,319008.345,4848402.903
2276025,4152942,2017.0,2017.0,1920.0,PRIVATE,9,Davenport,1625 DUPONT ST,4,10,2017-11-23,67,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,3.0,3.0,,5.0,,,3.0,3.0,4.0,3.0,4.0,4.0,,3.0,3.0,,S0929,43.6647859193,-79.455225181,308395.475,4835871.433
2276026,4156442,2017.0,2017.0,1953.0,SOCIAL HOUSING,3,Etobicoke-Lakeshore,5 FORTY THIRD ST,3,40,2017-11-23,71,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,,,3.0,3.0,5.0,3.0,4.0,3.0,,4.0,3.0,3.0,W0334,43.5900678471,-79.546025288,301067.973,4827570.758
2276027,4156001,2017.0,2017.0,1953.0,SOCIAL HOUSING,3,Etobicoke-Lakeshore,15 FORTY THIRD ST,3,25,2017-11-23,73,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,4.0,4.0,,4.0,,,4.0,3.0,5.0,4.0,4.0,3.0,,3.0,4.0,3.0,W0334,43.59027832979999,-79.54615877170001,301057.206,4827594.148
2276028,4155539,2017.0,2017.0,1970.0,PRIVATE,3,Etobicoke-Lakeshore,80 TWENTY FIFTH ST,3,18,2017-11-23,79,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,3.0,4.0,,3.0,4.0,,W0334,43.595321466,-79.523394934,302898.92,4828146.016
2276029,4252925,2017.0,2017.0,1970.0,PRIVATE,3,Etobicoke-Lakeshore,90 TWENTY FIFTH ST,3,41,2017-11-23,80,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,4.0,,W0334,43.595677145,-79.523533337,302867.794,4828242.129
2276030,4153866,2017.0,2017.0,1941.0,PRIVATE,15,Don Valley West,2 DU MAURIER BLVD,4,28,2017-11-23,74,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,3.0,,N1525,43.7259246541,-79.4020447269,312676.45399999997,4842667.366
2276031,4153864,2017.0,2017.0,1941.0,PRIVATE,15,Don Valley West,3 DU MAURIER BLVD,4,37,2017-11-23,77,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,5.0,,N1525,43.7256008055,-79.4018955473,312688.515,4842631.402
2276032,4153865,2017.0,2017.0,1941.0,PRIVATE,15,Don Valley West,5 DU MAURIER BLVD,4,41,2017-11-23,75,Evaluation needs to be conducted in 2 years,19,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N1525,43.725849397,-79.401345968,312732.762,4842659.072
2276033,4152954,2017.0,2017.0,1964.0,PRIVATE,4,Parkdale-High Park,200 DUFFERIN ST,14,251,2017-11-23,64,Evaluation needs to be conducted in 1 year,20,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,S0437,43.63715205689999,-79.42709144300001,310667.098,4832802.995
2276034,4154941,2017.0,2017.0,1937.0,PRIVATE,12,Toronto-St. Paul's,5 CLAXTON BLVD,3,18,2017-11-23,68,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,3.0,4.0,3.0,,4.0,,4.0,3.0,3.0,5.0,4.0,3.0,2.0,,4.0,3.0,,S1229,43.687110735699996,-79.4206390043,311182.429,4838353.676
2276035,4264094,2017.0,2017.0,2013.0,PRIVATE,13,Toronto Centre,132 BERKELEY ST,10,177,2017-11-23,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,3.0,4.0,,3.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,S1335,43.654807461000004,-79.365773301,315593.156,4834753.59
2276036,4153169,2017.0,2017.0,1920.0,PRIVATE,11,University-Rosedale,723 BLOOR ST W,4,16,2017-11-23,63,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1133,43.6633624229,-79.4182682286,311376.156,4835715.537
2276037,4156323,2017.0,2017.0,1971.0,PRIVATE,17,Don Valley North,4001 BAYVIEW AVE,12,234,2017-11-23,83,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,N1721,43.8013167898,-79.39228963229999,313197.147,4851099.932
2276038,4155674,2017.0,2017.0,1971.0,PRIVATE,17,Don Valley North,4003 BAYVIEW AVE,12,172,2017-11-23,86,Evaluation needs to be conducted in 3 years,18,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,,N1721,43.80222500439999,-79.3928562051,313191.076,4851131.715
2276039,4155675,2017.0,2017.0,1971.0,PRIVATE,17,Don Valley North,4005 BAYVIEW AVE,12,235,2017-11-23,85,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,N1721,43.8026375756,-79.3940419226,313187.202,4851155.2469999995
2276040,4154621,2017.0,2017.0,1965.0,PRIVATE,6,York Centre,25 CEDARCROFT BLVD,13,132,2017-11-23,63,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,N0622,43.7831736555,-79.4474072647,309017.799,4849024.107
2276041,4153776,2017.0,2017.0,1958.0,PRIVATE,15,Don Valley West,1674 BAYVIEW AVE,3,29,2017-11-23,59,Evaluation needs to be conducted in 1 year,14,3.0,3.0,3.0,3.0,,3.0,,3.0,,,3.0,2.0,4.0,3.0,3.0,3.0,,3.0,2.0,,N1530,43.707942313000004,-79.376385428,314746.433,4840673.313
2276042,4153839,2017.0,2017.0,1970.0,PRIVATE,15,Don Valley West,136 BROADWAY AVE,6,39,2017-11-23,72,Evaluation needs to be conducted in 2 years,18,4.0,3.0,3.0,4.0,4.0,3.0,,3.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,,N1526,43.711262956999995,-79.3919924,313488.184,4841040.517
2276043,4154858,2017.0,2017.0,1962.0,PRIVATE,16,Don Valley East,85 BARTLEY DR,4,15,2017-11-22,73,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,3.0,3.0,,4.0,,3.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,,N1631,43.722088465,-79.306514169,320373.70399999997,4842255.579
2276044,4245700,2017.0,2017.0,1930.0,PRIVATE,12,Toronto-St. Paul's,26 BALMORAL AVE,3,28,2017-11-22,60,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,2.0,5.0,3.0,2.0,3.0,,3.0,3.0,,S1238,43.6859334323,-79.3944337437,313295.262,4838225.204
2276045,4155023,2017.0,2017.0,1954.0,PRIVATE,12,Toronto-St. Paul's,1 A BANSLEY AVE,4,19,2017-11-22,65,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,,,4.0,3.0,5.0,3.0,4.0,4.0,,3.0,3.0,,S1222,43.69288038569999,-79.44204325390001,309456.402,4838993.219
2276046,4154768,2017.0,2017.0,1969.0,PRIVATE,16,Don Valley East,10 GRENOBLE DR,17,284,2017-11-22,73,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,N1630,43.716421355,-79.334404294,318127.81,4841621.149
2276047,4154841,2017.0,2017.0,1967.0,PRIVATE,17,Don Valley North,10 RUDDINGTON DR,13,155,2017-11-22,65,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,N1721,43.788810185200006,-79.3913448594,313529.412,4849654.673
2276048,4156564,2017.0,2017.0,1968.0,PRIVATE,17,Don Valley North,11 RUDDINGTON DR,13,155,2017-11-22,68,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,N1721,43.7877925781,-79.3916951012,313501.368,4849541.583000001
2276049,4153116,2017.0,2017.0,1951.0,PRIVATE,9,Davenport,1095 ST CLAIR AVE W,3,11,2017-11-22,56,Evaluation needs to be conducted in 1 year,15,2.0,3.0,3.0,2.0,,3.0,,4.0,,,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,,S0928,43.678247289,-79.440459346,309584.915,4837368.586
2276050,4153948,2017.0,2017.0,1963.0,PRIVATE,8,Eglinton-Lawrence,625 ROSELAWN AVE,9,91,2017-11-22,65,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,N0833,43.705666038000004,-79.422923285,310996.166,4840415.915
2276051,4155398,2017.0,2017.0,1974.0,PRIVATE,2,Etobicoke Centre,340 MILL RD,19,225,2017-11-22,66,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,,4.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,W0231,43.6398689295,-79.5856147179,297876.852,4833105.909
2276052,4156740,2017.0,2017.0,1967.0,PRIVATE,16,Don Valley East,10 ST DENNIS DR,9,325,2017-11-22,64,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,,3.0,4.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,,N1630,43.717205556,-79.336050418,317994.98600000003,4841707.994
2276053,4155370,2017.0,2017.0,1968.0,PRIVATE,1,Etobicoke North,290 DIXON RD,6,49,2017-11-22,68,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,4.0,3.0,3.0,,4.0,3.0,,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,,W0134,43.696913551,-79.549832217,300767.413,4839442.033
2276054,4155315,2017.0,2017.0,1960.0,PRIVATE,2,Etobicoke Centre,8 ANGLESEY BLVD,4,23,2017-11-22,54,Evaluation needs to be conducted in 1 year,16,2.0,3.0,2.0,3.0,3.0,2.0,,3.0,,,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,W0229,43.665842728,-79.5207230628,303113.062,4835988.223
2276055,4155392,2017.0,2017.0,1964.0,PRIVATE,2,Etobicoke Centre,2 TRIBURNHAM PL,10,137,2017-11-22,72,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,W0233,43.6425908284,-79.5784906979,298451.914,4833407.718
2276056,4153355,2017.0,2017.0,1956.0,PRIVATE,12,Toronto-St. Paul's,291 AVENUE RD,8,96,2017-11-22,64,Evaluation needs to be conducted in 1 year,19,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,S1238,43.679355025,-79.398110045,312999.49199999997,4837494.932
2276057,4153356,2017.0,2017.0,1965.0,PRIVATE,12,Toronto-St. Paul's,425 AVENUE RD,8,47,2017-11-22,73,Evaluation needs to be conducted in 2 years,17,4.0,3.0,4.0,3.0,3.0,3.0,,3.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,S1238,43.683390655,-79.3997224813,312869.224,4837942.185
2276058,4155382,2017.0,2017.0,1962.0,PRIVATE,2,Etobicoke Centre,311 THE WEST MALL,7,109,2017-11-22,58,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,,W0233,43.6365103403,-79.562181408,299767.179,4832731.073
2276059,4153738,2017.0,2017.0,1957.0,PRIVATE,11,University-Rosedale,5 ELM AVE,4,66,2017-11-22,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,,S1131,43.67440774600001,-79.379741579,314510.0,4836920.0
2276060,4155959,2017.0,2017.0,1957.0,PRIVATE,11,University-Rosedale,11 ELM AVE,4,59,2017-11-22,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,,S1131,43.6743478702,-79.3793263645,314515.075,4836939.77
