_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
2266651,4153660,2017.0,,1930.0,PRIVATE,14,Toronto-Danforth,5 DONLANDS AVE,4,24,2022-12-09,72,Evaluation needs to be conducted in 2 years,13,5.0,5.0,5.0,3.0,,4.0,,3.0,,,3.0,5.0,1.0,3.0,2.0,4.0,,4.0,,,S1427,43.6807286698,-79.3371951618,317910.956,4837654.388
2266652,4153463,2019.0,,1900.0,PRIVATE,11,University-Rosedale,378 MARKHAM ST,4,17,2022-12-09,59,Evaluation needs to be conducted in 1 year,15,3.0,2.0,5.0,2.0,3.0,4.0,,2.0,,,2.0,3.0,5.0,2.0,3.0,1.0,4.0,3.0,,,S1133,43.6584478213,-79.4103098841,312018.591,4835170.181
2266653,4167699,2017.0,,1963.0,PRIVATE,13,Toronto Centre,50 ALEXANDER ST,29,217,2022-12-09,91,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,S1326,,,314334.646,4835774.919
2266654,4167700,2017.0,,1963.0,PRIVATE,13,Toronto Centre,55 MAITLAND PL,18,244,2022-12-09,91,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,S1326,,,314334.646,4835774.919
2266655,4153599,2017.0,,1964.0,PRIVATE,13,Toronto Centre,99 HOWARD ST,15,239,2022-12-09,80,Evaluation needs to be conducted in 2 years,18,5.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,,3.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,,S1323,43.671082603,-79.371532819,315143.797,4836578.915
2266656,4153461,2017.0,,1969.0,PRIVATE,13,Toronto Centre,40 GERRARD ST E,33,447,2022-12-09,78,Evaluation needs to be conducted in 2 years,17,4.0,5.0,5.0,2.0,3.0,3.0,4.0,5.0,4.0,,3.0,4.0,5.0,3.0,4.0,4.0,,4.0,,4.0,S1328,43.6598447463,-79.3804771262,314424.604,4835328.44
2266657,4269424,2017.0,,1950.0,SOCIAL HOUSING,14,Toronto-Danforth,793 GERRARD ST E,5,28,2022-12-09,63,Evaluation needs to be conducted in 1 year,13,3.0,4.0,4.0,3.0,,4.0,,3.0,,,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,,,S1434,43.666764817200004,-79.3456335069,317233.48,4836101.799
2266658,4155809,2017.0,,1975.0,PRIVATE,13,Toronto Centre,191 SHERBOURNE ST,17,371,2022-12-09,77,Evaluation needs to be conducted in 2 years,19,4.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,,3.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,S1329,43.6567986347,-79.369926655,315276.068,4834991.252
2266659,4156107,2017.0,,1975.0,PRIVATE,13,Toronto Centre,201 SHERBOURNE ST,23,225,2022-12-09,79,Evaluation needs to be conducted in 2 years,19,4.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,,3.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,S1329,43.65729444350001,-79.3703063901,315245.354,4835046.287
2266660,4153441,2017.0,,1809.0,PRIVATE,13,Toronto Centre,260 SHERBOURNE ST,4,10,2022-12-09,91,Evaluation needs to be conducted in 3 years,15,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,,,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S1328,43.659098979899994,-79.3715644023,315143.57899999997,4835246.618
2266661,4153440,2017.0,,1838.0,PRIVATE,13,Toronto Centre,262 SHERBOURNE ST,3,10,2022-12-09,91,Evaluation needs to be conducted in 3 years,15,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,,,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S1328,43.6591658607,-79.3715926671,315141.288,4835254.045
2266662,4153439,2017.0,,1974.0,PRIVATE,13,Toronto Centre,266 SHERBOURNE ST,13,121,2022-12-09,81,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,3.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,,S1328,43.659296803800004,-79.3718238702,315122.618,4835268.563999999
2266663,4153583,2017.0,,1931.0,PRIVATE,13,Toronto Centre,317 SHERBOURNE ST,4,38,2022-12-09,83,Evaluation needs to be conducted in 2 years,14,5.0,4.0,5.0,5.0,3.0,5.0,,4.0,,,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,,,S1323,43.6617262315,-79.37195933689999,315111.279,4835538.449
2266664,4153589,2017.0,,1934.0,PRIVATE,13,Toronto Centre,433 SHERBOURNE ST,4,48,2022-12-09,77,Evaluation needs to be conducted in 2 years,14,3.0,5.0,5.0,4.0,3.0,4.0,,3.0,,,3.0,4.0,5.0,4.0,4.0,3.0,,4.0,,,S1323,43.665410503900006,-79.3734599636,314989.627,4835947.562
2266665,4153103,2017.0,,1973.0,PRIVATE,9,Davenport,1011 LANSDOWNE AVE,21,352,2022-12-09,71,Evaluation needs to be conducted in 2 years,17,4.0,5.0,5.0,3.0,3.0,4.0,2.0,3.0,2.0,,2.0,4.0,5.0,3.0,4.0,3.0,,4.0,4.0,,S0930,43.6672554091,-79.4464193523,309105.45399999997,4836146.163
2266666,4415827,2018.0,,1928.0,PRIVATE,13,Toronto Centre,438 JARVIS ST,3,30,2022-12-09,80,Evaluation needs to be conducted in 2 years,14,4.0,5.0,5.0,4.0,4.0,3.0,,4.0,,,3.0,4.0,5.0,3.0,4.0,4.0,,4.0,,,S1326,43.66542483640001,-79.3783580132,314594.61100000003,4835948.566000001
2266667,4153531,2017.0,,1975.0,PRIVATE,13,Toronto Centre,33 ISABELLA ST,27,419,2022-12-09,84,Evaluation needs to be conducted in 2 years,18,5.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,5.0,,5.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,,5.0,S1322,43.667643942,-79.383679432,314164.83,4836195.449
2266668,4793995,2020.0,,1896.0,PRIVATE,11,University-Rosedale,55 MADISON AVE,4,12,2022-12-09,81,Evaluation needs to be conducted in 2 years,16,5.0,5.0,5.0,4.0,2.0,4.0,,4.0,,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,S1127,43.670001750699996,-79.4035877513,312559.238,4836454.34
2266669,4155623,2017.0,,1955.0,TCHC,5,York South-Weston,1620 LAWRENCE AVE W,3,13,2022-12-09,67,Evaluation needs to be conducted in 2 years,18,3.0,5.0,5.0,2.0,2.0,4.0,,3.0,,2.0,1.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,5.0,4.0,W0526,43.7064506482,-79.4893217524,305627.966,4840469.963
2266670,4155624,2017.0,,1955.0,TCHC,5,York South-Weston,1622 LAWRENCE AVE W,3,20,2022-12-09,67,Evaluation needs to be conducted in 2 years,17,2.0,4.0,2.0,2.0,2.0,4.0,,3.0,,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,W0526,43.706344038000005,-79.4898898343,305599.298,4840487.469
2266671,4153099,2017.0,,1985.0,PRIVATE,9,Davenport,685 LANSDOWNE AVE,3,30,2022-12-09,59,Evaluation needs to be conducted in 1 year,14,2.0,3.0,5.0,2.0,2.0,3.0,,3.0,,,2.0,2.0,5.0,3.0,3.0,2.0,,4.0,,,S0930,43.65900140350001,-79.442459426,309425.457,4835229.411
2266672,4153502,2018.0,,1918.0,PRIVATE,13,Toronto Centre,125 EARL PL,4,15,2022-12-09,80,Evaluation needs to be conducted in 2 years,15,5.0,5.0,5.0,4.0,3.0,3.0,,4.0,,,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,,,S1322,43.667977815600004,-79.3782190635,314612.894,4836239.946
2266673,5156767,2023.0,,1973.0,TCHC,17,Don Valley North,3 FIELD SPARROWAY,4,16,2022-12-09,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,5.0,4.0,,4.0,,,3.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,N1721,43.790397172,-79.369820172,315304.089,4849852.916999999
2266674,5156779,2023.0,,1973.0,TCHC,17,Don Valley North,5 FIELD SPARROWAY,4,16,2022-12-09,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,5.0,4.0,,4.0,,,3.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,N1721,43.790468768000004,-79.36951104,315314.161,4849856.735
2266675,5156801,2023.0,,1973.0,TCHC,17,Don Valley North,7 FIELD SPARROWAY,4,16,2022-12-09,85,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,5.0,5.0,,4.0,,,4.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,,N1721,43.790476393,-79.36918550600001,315323.973,4849860.058
2266676,5156810,2023.0,,1973.0,TCHC,17,Don Valley North,11 FIELD SPARROWAY,4,16,2022-12-09,82,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,5.0,4.0,,4.0,,,4.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,N1721,43.790703691000004,-79.368721553,315336.455,4849896.841
2266677,4154539,2018.0,,1960.0,PRIVATE,8,Eglinton-Lawrence,102 RAJAH ST,3,12,2022-12-09,78,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N0823,43.730483195,-79.438671101,309724.963,4843171.886
2266678,4153448,2017.0,,1990.0,SOCIAL HOUSING,13,Toronto Centre,70 PEMBROKE ST,3,15,2022-12-09,58,Evaluation needs to be conducted in 1 year,16,3.0,4.0,4.0,2.0,1.0,2.0,,3.0,,,2.0,2.0,5.0,1.0,4.0,4.0,3.0,3.0,3.0,,S1328,43.6585068285,-79.3728346452,315041.226,4835180.666999999
2266679,4153436,2017.0,,1885.0,PRIVATE,13,Toronto Centre,95 PEMBROKE ST,3,19,2022-12-09,64,Evaluation needs to be conducted in 1 year,14,2.0,4.0,5.0,2.0,3.0,4.0,,1.0,,,2.0,3.0,5.0,4.0,3.0,3.0,,4.0,,,S1328,43.6595601379,-79.37264249340001,315056.547,4835297.718
2266680,4155035,2017.0,,1955.0,PRIVATE,12,Toronto-St. Paul's,641 VAUGHAN RD,4,45,2022-12-09,79,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,5.0,2.0,,5.0,,,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,2.0,,S1222,43.693235288800004,-79.4417901487,309476.779,4839032.662
2266681,4155024,2017.0,,1957.0,PRIVATE,12,Toronto-St. Paul's,642 VAUGHAN RD,4,23,2022-12-09,74,Evaluation needs to be conducted in 2 years,14,4.0,5.0,5.0,3.0,5.0,3.0,,4.0,,,4.0,4.0,4.0,3.0,2.0,2.0,,4.0,,,S1222,43.692785049499996,-79.4417092331,309481.606,4838982.16
2266682,4153596,2017.0,,1963.0,PRIVATE,13,Toronto Centre,222 WELLESLEY ST E,7,69,2022-12-09,87,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,S1323,43.6678764377,-79.37278552689999,315043.596,4836221.596
2266683,4240827,2017.0,,1968.0,PRIVATE,13,Toronto Centre,260 WELLESLEY ST E,32,565,2022-12-09,69,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,,S1323,43.669078059700006,-79.3717210615,315129.23,4836355.231000001
2266684,4153464,,,1932.0,PRIVATE,11,University-Rosedale,469 PALMERSTON BLVD,3,10,2022-12-09,88,Evaluation needs to be conducted in 3 years,15,4.0,5.0,5.0,4.0,,5.0,,5.0,,,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,,S1133,43.661625125200004,-79.4121412383,311870.48699999996,4835523.005
2266685,4153465,,,1907.0,PRIVATE,11,University-Rosedale,481 PALMERSTON BLVD,3,11,2022-12-09,76,Evaluation needs to be conducted in 2 years,15,4.0,5.0,5.0,4.0,2.0,5.0,,3.0,,,4.0,4.0,5.0,3.0,3.0,2.0,5.0,3.0,,,S1133,43.6621199142,-79.4122665445,311860.32,4835577.963
2266686,4154516,2017.0,,1955.0,PRIVATE,8,Eglinton-Lawrence,54 NEPTUNE DR,3,11,2022-12-09,73,Evaluation needs to be conducted in 2 years,17,4.0,3.0,4.0,4.0,4.0,4.0,,3.0,,,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,N0823,43.73237107600001,-79.435213823,310003.317,4843381.834
2266687,4153377,2017.0,,2005.0,PRIVATE,10,Spadina-Fort York,50 PORTLAND ST,10,232,2022-12-09,99,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,S1032,43.64339526,-79.399965439,312863.723,4833483.933
2266688,4153517,2017.0,,1981.0,PRIVATE,11,University-Rosedale,55 CHARLES ST W,32,147,2022-12-09,91,Evaluation needs to be conducted in 3 years,19,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,,5.0,4.0,4.0,S1136,43.66768493520001,-79.3890195894,313734.416,4836198.46
2266689,4153516,2017.0,,1977.0,PRIVATE,11,University-Rosedale,57 CHARLES ST W,21,250,2022-12-09,95,Evaluation needs to be conducted in 3 years,20,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,S1136,43.66777230100001,-79.389524395,313693.429,4836209.063999999
2266690,4261240,2017.0,,1950.0,PRIVATE,14,Toronto-Danforth,814 BROADVIEW AVE,3,24,2022-12-09,69,Evaluation needs to be conducted in 2 years,14,3.0,4.0,5.0,2.0,3.0,3.0,,2.0,,,2.0,4.0,3.0,4.0,4.0,5.0,,4.0,,,S1424,43.67792961,-79.3589234686,316159.63899999997,4837340.27
2266691,4154137,,,1955.0,PRIVATE,14,Toronto-Danforth,1243 BROADVIEW AVE,4,38,2022-12-09,93,Evaluation needs to be conducted in 3 years,16,5.0,5.0,5.0,5.0,4.0,4.0,,5.0,,5.0,5.0,4.0,5.0,5.0,5.0,4.0,,4.0,4.0,,S1421,43.6907938758,-79.3550051135,316473.095,4838770.007
2266692,4484430,2019.0,,1954.0,PRIVATE,14,Toronto-Danforth,39 TORRENS AVE,3,28,2022-12-08,74,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,4.0,4.0,4.0,,4.0,,3.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,,S1421,43.690380807299995,-79.35296741970001,316637.436,4838724.393999999
2266693,4457100,2019.0,,1953.0,PRIVATE,19,Beaches-East York,1157 O'CONNOR DR,3,11,2022-12-08,89,Evaluation needs to be conducted in 3 years,15,5.0,5.0,4.0,4.0,3.0,3.0,,5.0,,,5.0,4.0,5.0,5.0,5.0,5.0,,4.0,5.0,,S1924,43.7118457801,-79.3075659646,320291.87,4841116.529
2266694,4153757,2017.0,,1957.0,PRIVATE,15,Don Valley West,657 BALLIOL ST,4,29,2022-12-08,75,Evaluation needs to be conducted in 2 years,16,4.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N1534,43.701182908,-79.3760801591,314772.44,4839921.468
2266695,4153237,2017.0,,1965.0,PRIVATE,11,University-Rosedale,276 ST GEORGE ST,9,88,2022-12-08,97,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,S1127,43.6735780658,-79.4030693901,312600.601,4836851.692
2266696,4155907,2017.0,,1960.0,PRIVATE,8,Eglinton-Lawrence,99 MARLEE AVE,6,59,2022-12-08,92,Evaluation needs to be conducted in 3 years,17,5.0,4.0,5.0,5.0,4.0,5.0,,4.0,5.0,,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,,N0832,43.7009946331,-79.4402809991,309597.858,4839894.798
2266697,4153015,2017.0,,1960.0,PRIVATE,4,Parkdale-High Park,32 MAYNARD AVE,8,43,2022-12-08,88,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,3.0,5.0,3.0,,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,,S0436,43.6382286578,-79.4382671328,309765.298,4832921.915
2266698,4153755,2017.0,,1965.0,PRIVATE,15,Don Valley West,345 MERTON ST,10,109,2022-12-08,85,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,N1534,43.697986845,-79.38570781,313996.67100000003,4839566.231000001
2266699,4264915,2017.0,,1959.0,PRIVATE,11,University-Rosedale,103 AVENUE RD,11,124,2022-12-08,96,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,S1128,43.672819085,-79.395361896,313221.95399999997,4836769.088
2266700,4167698,2017.0,,1963.0,PRIVATE,13,Toronto Centre,40 ALEXANDER ST,19,244,2022-12-08,95,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,S1326,,,314334.646,4835774.919
2266701,4153409,2017.0,,1970.0,PRIVATE,10,Spadina-Fort York,164 GRANGE AVE,3,24,2022-12-08,88,Evaluation needs to be conducted in 3 years,15,4.0,5.0,5.0,4.0,2.0,4.0,,4.0,,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,S1023,43.651369768,-79.401162282,312757.065,4834385.593
2266702,4153453,2017.0,,1939.0,PRIVATE,13,Toronto Centre,368 GEORGE ST,3,16,2022-12-08,77,Evaluation needs to be conducted in 2 years,15,4.0,3.0,5.0,3.0,5.0,4.0,,5.0,,,4.0,3.0,5.0,3.0,3.0,4.0,,4.0,3.0,,S1328,43.659740893,-79.374693208,314890.854,4835318.504
2266703,4153421,2017.0,,1805.0,PRIVATE,11,University-Rosedale,160 HURON ST,5,69,2022-12-08,74,Evaluation needs to be conducted in 2 years,16,4.0,5.0,5.0,2.0,3.0,4.0,,4.0,,,4.0,5.0,5.0,2.0,3.0,2.0,4.0,4.0,3.0,,S1144,43.6570614157,-79.3980740042,313005.659,4835017.2639999995
2266704,4153442,2019.0,,1955.0,PRIVATE,13,Toronto Centre,256 SHERBOURNE ST,4,23,2022-12-08,91,Evaluation needs to be conducted in 3 years,15,4.0,5.0,5.0,4.0,4.0,5.0,,4.0,,,4.0,5.0,5.0,5.0,5.0,5.0,,4.0,4.0,,S1328,43.65892538560001,-79.3715946717,315141.167,4835227.328
2266705,4153472,2017.0,,1963.0,PRIVATE,13,Toronto Centre,392 SHERBOURNE ST,10,128,2022-12-08,89,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,S1326,43.664096113199996,-79.3738282072,314960.149,4835801.501
2266706,4155252,2018.0,,1954.0,PRIVATE,3,Etobicoke-Lakeshore,167 STEPHEN DR,4,44,2022-12-08,87,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,3.0,5.0,4.0,,4.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,,W0327,43.6392913192,-79.4876408475,305781.53,4833038.307
2266707,4155060,2017.0,,1960.0,PRIVATE,8,Eglinton-Lawrence,178 LOCKSLEY AVE,3,24,2022-12-08,84,Evaluation needs to be conducted in 2 years,16,4.0,5.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0831,43.7023837133,-79.4491090339,308886.201,4840048.632
2266708,4153450,2017.0,,1992.0,SOCIAL HOUSING,13,Toronto Centre,269 JARVIS ST,9,75,2022-12-08,86,Evaluation needs to be conducted in 3 years,19,4.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,,4.0,4.0,3.0,S1328,43.6581272715,-79.37467532630001,314892.82899999997,4835138.263
2266709,4153747,2017.0,,1954.0,PRIVATE,12,Toronto-St. Paul's,49 GLEN ELM AVE,4,71,2022-12-08,85,Evaluation needs to be conducted in 2 years,17,5.0,4.0,5.0,5.0,4.0,3.0,,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,5.0,3.0,,S1233,43.691400980299996,-79.3925441035,313446.82899999997,4838832.843
2266710,4156721,2017.0,,1950.0,PRIVATE,5,York South-Weston,2515 EGLINTON AVE W,4,34,2022-12-08,76,Evaluation needs to be conducted in 2 years,16,5.0,4.0,5.0,4.0,4.0,1.0,,4.0,,,5.0,4.0,5.0,2.0,3.0,5.0,5.0,2.0,3.0,,W0537,43.69095169,-79.470613783,307153.113,4838778.708000001
2266711,4289265,,,,SOCIAL HOUSING,11,University-Rosedale,150 ELIZABETH ST,17,250,2022-12-08,87,Evaluation needs to be conducted in 3 years,18,4.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,5.0,,4.0,3.0,5.0,4.0,5.0,5.0,,5.0,5.0,4.0,S1145,43.656497402,-79.385911624,313986.547,4834956.89
2266712,4155059,2017.0,,1960.0,PRIVATE,8,Eglinton-Lawrence,2495 DUFFERIN ST,3,15,2022-12-08,64,Evaluation needs to be conducted in 1 year,16,3.0,3.0,5.0,3.0,2.0,3.0,,3.0,,3.0,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,N0831,43.701718897,-79.451636758,308682.24,4839975.612
2266713,4153416,2017.0,,1960.0,SOCIAL HOUSING,11,University-Rosedale,25 LEONARD AVE,6,77,2022-12-08,83,Evaluation needs to be conducted in 2 years,15,3.0,4.0,5.0,3.0,4.0,4.0,,4.0,4.0,,3.0,5.0,5.0,4.0,5.0,4.0,,5.0,,,S1143,43.6538260344,-79.4041248696,312518.031,4834657.24
2266714,4155006,2017.0,,1955.0,PRIVATE,12,Toronto-St. Paul's,1065 EGLINTON AVE W,4,34,2022-12-08,81,Evaluation needs to be conducted in 2 years,17,5.0,4.0,5.0,4.0,5.0,5.0,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,,4.0,3.0,,S1224,43.698898756800006,-79.4340201951,310102.647,4839662.339
2266715,4152977,2017.0,,1959.0,PRIVATE,4,Parkdale-High Park,137 DUNN AVE,4,21,2022-12-08,79,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,3.0,,5.0,,,4.0,5.0,5.0,3.0,5.0,3.0,,3.0,3.0,,S0437,43.636151700000006,-79.43227982399999,310248.294,4832692.487
2266716,4153443,2017.0,,1973.0,PRIVATE,13,Toronto Centre,280 DUNDAS ST E,11,241,2022-12-08,76,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S1328,43.6584811745,-79.3719261905,315114.503,4835177.935
2266717,4155607,2017.0,,1960.0,TCHC,14,Toronto-Danforth,1615 DUNDAS ST E,4,81,2022-12-08,88,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,S1438,43.6665389642,-79.32806340350001,318650.451,4836079.491
2266718,4155005,2017.0,,1955.0,PRIVATE,12,Toronto-St. Paul's,1071 EGLINTON AVE W,3,33,2022-12-08,73,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,3.0,4.0,2.0,,4.0,,5.0,4.0,4.0,3.0,3.0,3.0,4.0,,4.0,2.0,,S1224,43.6988240231,-79.4343514595,310075.95,4839654.0139999995
2266719,4153458,2017.0,,2011.0,SOCIAL HOUSING,11,University-Rosedale,110 EDWARD ST,5,50,2022-12-08,92,Evaluation needs to be conducted in 3 years,18,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,,4.0,4.0,5.0,5.0,5.0,4.0,,5.0,4.0,5.0,S1145,43.6565407621,-79.38614584359999,313967.909,4834960.727
2266720,4153071,2018.0,,1920.0,PRIVATE,4,Parkdale-High Park,467 RONCESVALLES AVE,4,15,2022-12-08,81,Evaluation needs to be conducted in 2 years,15,4.0,5.0,4.0,4.0,5.0,4.0,,3.0,,,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,,,S0433,43.653029024,-79.451300765,308712.47,4834566.458000001
2266721,4153600,2017.0,,1964.0,PRIVATE,13,Toronto Centre,670 PARLIAMENT ST,15,239,2022-12-08,81,Evaluation needs to be conducted in 2 years,18,5.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,,S1323,43.670774446,-79.370931083,315192.373,4836544.757
2266722,4153435,2017.0,,1896.0,PRIVATE,13,Toronto Centre,77 PEMBROKE ST,4,16,2022-12-08,61,Evaluation needs to be conducted in 1 year,15,4.0,5.0,2.0,2.0,3.0,3.0,,1.0,,,2.0,3.0,5.0,4.0,2.0,3.0,3.0,4.0,,,S1328,43.658942215500005,-79.3723537237,315079.942,4835229.102
2266723,4153445,2017.0,,1973.0,PRIVATE,13,Toronto Centre,100 PEMBROKE ST,11,102,2022-12-08,75,Evaluation needs to be conducted in 2 years,17,4.0,5.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,,3.0,4.0,4.0,4.0,4.0,4.0,,3.0,3.0,,S1328,43.659658055200005,-79.3733983555,314995.566,4835308.5030000005
2266724,4155022,2017.0,,1957.0,PRIVATE,12,Toronto-St. Paul's,481 VAUGHAN RD,7,97,2022-12-08,77,Evaluation needs to be conducted in 2 years,18,5.0,4.0,5.0,3.0,5.0,4.0,,5.0,5.0,4.0,1.0,5.0,5.0,2.0,3.0,2.0,4.0,3.0,4.0,,S1223,43.689882743000005,-79.43517980899999,310009.678,4838661.56
